kode,uraian,satuan,tenaga,bahan,alat
2587.31723736,92200,ls,-,-,-
211.22759736,92200,ls,-,-,-
888.64776,17300,ls,-,-,-
3.6,1382600,ls,-,-,-
3.6,80900,ls,-,-,-
1260.66852,18400,ls,-,-,-
1.26,1382600,ls,-,-,-
1.26,80900,ls,-,-,-
157.77794745,19300,ls,-,-,-
66.4754688,18700,ls,-,-,-
12.8,1382600,ls,-,-,-
12.8,80900,ls,-,-,-
9242.6824224,92200,ls,-,-,-
3404.75688,17300,ls,-,-,-
7.5,1382600,ls,-,-,-
7.5,80900,ls,-,-,-
2587.31723736,92200,ls,-,-,-
211.22759736,92200,ls,-,-,-
888.64776,17300,ls,-,-,-
1.26,1382600,ls,-,-,-
1.26,80900,ls,-,-,-
157.77794745,19300,ls,-,-,-
66.4754688,18700,ls,-,-,-
0.3852,17265400,ls,-,-,-
0.192,16192000,ls,-,-,-
120.9,123400,ls,-,-,-
261.8,55000,ls,-,-,-
261.8,45200,ls,-,-,-
120.9,134500,ls,-,-,-
261.8,61200,ls,-,-,-
261.8,45200,ls,-,-,-
120.9,123400,ls,-,-,-
261.8,55000,ls,-,-,-
261.8,45200,ls,-,-,-
120.9,134500,ls,-,-,-
261.8,61200,ls,-,-,-
261.8,45200,ls,-,-,-
120.9,123400,ls,-,-,-
261.8,55000,ls,-,-,-
261.8,45200,ls,-,-,-
120.9,134500,ls,-,-,-
261.8,61200,ls,-,-,-
261.8,45200,ls,-,-,-
6.1,372500,ls,-,-,-
12.2,1382600,ls,-,-,-
8.6,242000,ls,-,-,-
8.6,369700,ls,-,-,-
1.2,270900,ls,-,-,-
362.7,70100,ls,-,-,-
362.7,75900,ls,-,-,-
0.6,0.25,ls,-,-,-
0.6,0.25,ls,-,-,-
0.6,0.25,ls,-,-,-
0.6,0.25,ls,-,-,-
0.6,0.25,ls,-,-,-
0.15,1.35,ls,-,-,-
0.15,2.25,ls,-,-,-
0.15,2.25,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.02,0.03,ls,-,-,-
0.08,0.12,ls,-,-,"direksi keet (Kantor) 5.0;kantor sementara 5.0;Total Volume 30.0;Papan Nama ukuran 0,8x1,2 2.0;Total Volume 2.0;Pembersihan Area 01 10.0;Pembersihan Area 02 10.0;Pembersihan Area 03 10.0;Pembersihan Area 04 10.0;Pembersihan Area 05 10.0;Total Volume 300.0;Pohon Diameter  - 2.0;Pohon Diameter  - 4.0;Pohon Diameter  - 6.0;Total Volume 12.0;Pekerjaan Bowplank 50.0;Total Volume 50.0;Pengeboran Bored Piled dia. 40 cm 10.0;Total Volume 200.0"
0.4,25.12,ls,-,-,-
0.4,2.512,ls,-,-,-
3204.8136,3204.8136,ls,-,-,-
728.564326391866,728.564326391866,ls,-,-,-
1.3,16.9,ls,-,-,-
1.2,14.4,ls,-,-,-
3204.8136,3204.8136,ls,-,-,-
112.106826,112.106826,ls,-,-,-
1.2,0.05,ls,-,-,-
1.2,2.88,ls,-,-,-
1.3,0.35,ls,-,-,-
0.4,0.35,ls,-,-,-
0.4,3.84,ls,-,-,-
0.4,38.4,ls,-,-,-
1141.6258224,1141.6258224,ls,-,-,-
493.8165,493.8165,ls,-,-,-
1.1,3.63,ls,-,-,-
570.9441024,570.9441024,ls,-,-,-
1.2,0.05,ls,-,-,-
1.2,1.44,ls,-,-,-
1.3,0.15,ls,-,-,-
0.4,0.15,ls,-,-,-
2587.31723736,2587.31723736,ls,-,-,-
211.22759736,211.22759736,ls,-,-,-
888.64776,888.64776,ls,-,-,-
0.8,0.05,ls,-,-,-
0.8,0.25,ls,-,-,-
0.6,0.25,ls,-,-,-
0.15,0.45,ls,-,-,-
21.661344,21.661344,ls,-,-,-
9.745632,9.745632,ls,-,-,-
0.45,0.45,ls,-,-,-
0.45,0.45,ls,-,-,-
9242.6824224,9242.6824224,ls,-,-,-
3404.75688,3404.75688,ls,-,-,-
0.35,10.5,ls,-,-,-
0.35,77.5,ls,-,-,-
2587.31723736,2587.31723736,ls,-,-,-
211.22759736,211.22759736,ls,-,-,-
888.64776,888.64776,ls,-,-,-
0.25,3.75,ls,-,-,-
0.25,42.5,ls,-,-,-
2587.31723736,2587.31723736,ls,-,-,-
211.22759736,211.22759736,ls,-,-,-
888.64776,888.64776,ls,-,-,-
0.12,0.72,ls,-,-,-
0.12,0.72,ls,-,-,-
0.12,0.72,ls,-,-,-
0.12,0.72,ls,-,-,-
0.12,0.72,ls,-,-,-
1260.66852,1260.66852,ls,-,-,-
0.4,12.8,ls,-,-,-
9242.6824224,9242.6824224,ls,-,-,-
3404.75688,3404.75688,ls,-,-,-
2587.31723736,2587.31723736,ls,-,-,-
211.22759736,211.22759736,ls,-,-,-
888.64776,888.64776,ls,-,-,-
2587.31723736,2587.31723736,ls,-,-,-
211.22759736,211.22759736,ls,-,-,-
888.64776,888.64776,ls,-,-,-
0.12,0.72,ls,-,-,-
0.12,0.72,ls,-,-,-
0.12,0.72,ls,-,-,-
0.12,0.72,ls,-,-,-
0.12,0.72,ls,-,-,-
1260.66852,1260.66852,ls,-,-,-
0.12,0.36,ls,-,-,-
0.12,0.36,ls,-,-,-
0.12,0.24,ls,-,-,-
157.77794745,157.77794745,ls,-,-,-
66.4754688,66.4754688,ls,-,-,-
0.4,12.8,ls,-,-,-
9242.6824224,9242.6824224,ls,-,-,-
3404.75688,3404.75688,ls,-,-,-
2587.31723736,2587.31723736,ls,-,-,-
211.22759736,211.22759736,ls,-,-,-
888.64776,888.64776,ls,-,-,-
0.12,0.36,ls,-,-,-
0.12,0.36,ls,-,-,-
0.12,0.24,ls,-,-,-
157.77794745,157.77794745,ls,-,-,-
66.4754688,66.4754688,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.08,0.12,ls,-,-,-
0.02,0.03,ls,-,-,-
0.08,0.12,ls,-,-,-
3.5,52.5,ls,-,Total Volume 261.8;Dinding Area 01 10.0,-
3.5,52.5,ls,-,Total Volume 261.8;Dinding Roster Area 01 2.0;Dinding Roster Area 02 2.0;Dinding Roster Area 03 2.0;Dinding Roster Area 04 2.0;Total Volume 32.0;Dinding Glassblock Area 01 2.0;Dinding Glassblock Area 02 2.0;Dinding Glassblock Area 03 2.0;Dinding Glassblock Area 04 2.0;Total Volume 16.0;Luas Dinding Kmaprot Area 01 2.0;Luas Dinding Kmaprot Area 02 2.0;Luas Dinding Kmaprot Area 03 2.0;Luas Dinding Kmaprot Area 04 2.0;Total Volume 16.0;Luas Bata Tempel Area 01 2.0;Luas Bata Tempel Area 02 2.0;Luas Bata Tempel Area 03 2.0;Luas Bata Tempel Area 04 2.0;Total Volume 16.0;Kolom Praktis Lt1 Type 01 4.0;Total Volume 200.0;Balok Praktis Lt1 100.0;Total Volume 100.0;Dinding Area 01 10.0,-
3.5,52.5,ls,-,Total Volume 261.8;Dinding Area 01 10.0,-
3.5,52.5,ls,-,Total Volume 261.8;Dinding Roster Area 01 2.0;Dinding Roster Area 02 2.0;Dinding Roster Area 03 2.0;Dinding Roster Area 04 2.0;Total Volume 32.0;Dinding Glassblock Area 01 2.0;Dinding Glassblock Area 02 2.0;Dinding Glassblock Area 03 2.0;Dinding Glassblock Area 04 2.0;Total Volume 16.0;Luas Dinding Kmaprot Area 01 2.0;Luas Dinding Kmaprot Area 02 2.0;Luas Dinding Kmaprot Area 03 2.0;Luas Dinding Kmaprot Area 04 2.0;Total Volume 16.0;Luas Bata Tempel Area 01 2.0;Luas Bata Tempel Area 02 2.0;Luas Bata Tempel Area 03 2.0;Luas Bata Tempel Area 04 2.0;Total Volume 16.0;Kolom Praktis Lt1 4.0;Total Volume 400.0;Balok Praktis Lt1 100.0;Total Volume 100.0;Dinding Area 01 10.0,-
3.5,52.5,ls,-,Total Volume 261.8;Dinding Area 01 10.0,-
3.5,52.5,ls,-,Total Volume 261.8;Dinding Roster Area 01 2.0;Dinding Roster Area 02 2.0;Dinding Roster Area 03 2.0;Dinding Roster Area 04 2.0;Total Volume 32.0;Dinding Glassblock Area 01 2.0;Dinding Glassblock Area 02 2.0;Dinding Glassblock Area 03 2.0;Dinding Glassblock Area 04 2.0;Total Volume 16.0;Luas Dinding Kmaprot Area 01 2.0;Luas Dinding Kmaprot Area 02 2.0;Luas Dinding Kmaprot Area 03 2.0;Luas Dinding Kmaprot Area 04 2.0;Total Volume 16.0;Luas Bata Tempel Area 01 2.0;Luas Bata Tempel Area 02 2.0;Luas Bata Tempel Area 03 2.0;Luas Bata Tempel Area 04 2.0;Total Volume 16.0;Kolom Praktis Lt1 4.0;Total Volume 400.0;Balok Praktis Lt1 100.0;Total Volume 100.0;Area Urugan Lantai 01 6.0;Area Urugan Lantai 02 4.0;Area Urugan Lantai 03 2.0;Area Urugan Lantai 04 5.0;Area Urugan Lantai 05 5.0;Total Volume 122.0;Area Urugan Lantai 01 6.0;Area Urugan Lantai 02 4.0;Area Urugan Lantai 03 2.0,-
0.05,1.25,ls,-,-,-
0.05,1.25,ls,-,-,-
0.0387,3.483,M3,-,-,-
0.0396,3.564,M3,-,-,-
61.56,3.46275,M3,-,-,-
83.349,4.16745,M3,-,-,-
17.415,1568,Liter,-,-,-
0.4,Liter,ls,-,-,-
0.013,0.65,M3,-,-,-
0.007,0.35,M3,-,-,-
25.12,11.4767,M3,-,-,-
25.12,14.0811555555556,M3,-,-,-
25.12,5074.24,liter,-,-,-
1.2,2.512,liter,-,-,-
1.02,3204.8136,Batang,-,-,-
1.02,728.564326391866,Batang,-,-,-
0.028,3933.37792639187,kg,-,-,-
14.4,6.579,M3,-,-,-
14.4,8.072,M3,-,-,-
14.4,2909,liter,-,-,-
1.02,3204.8136,Batang,-,-,-
1.02,112.106826,Batang,-,-,-
0.028,3316.920426,kg,-,-,-
0.016,0.768,M3,-,-,-
0.1,liter,ls,-,-,-
1.44,0.7839,M3,-,-,-
1.44,0.8072,M3,-,-,-
1.44,liter,ls,-,-,-
1.2,2.88,M3,-,-,-
3.84,1.7544,M3,-,-,-
3.84,2.15253333333333,M3,-,-,-
3.84,liter,ls,-,-,-
0.4,38.4,kg,-,-,-
0.2,38.4,liter,-,-,-
0.00465,38.4,M3,-,-,-
0.12705,38.4,Lembar,-,-,-
0.65,38.4,Batang,-,-,-
1.02,1141.6258224,Batang,-,-,-
0.028,1141.6258224,kg,-,-,-
1.02,493.8165,Batang,-,-,-
0.028,493.8165,kg,-,-,-
0.016,0.192,M3,-,-,-
0.1,liter,ls,-,-,-
1.02,570.9441024,Batang,-,-,-
0.028,570.9441024,kg,-,-,-
0.72,0.39195,M3,-,-,-
0.72,0.4036,M3,-,-,-
0.72,liter,ls,-,-,-
1.2,1.44,M3,-,-,-
0.018,0.36,M3,-,-,-
0.1,liter,ls,-,-,-
1.02,2587.31723736,Batang,-,-,-
0.028,2587.31723736,kg,-,-,-
1.02,211.22759736,Batang,-,-,-
0.028,211.22759736,kg,-,-,-
1.02,888.64776,Batang,-,-,-
0.028,888.64776,kg,-,-,-
1.2,3.84,M3,-,-,-
0.432,1.3824,M3,-,-,-
1.2,0.96,M3,-,-,-
1.2,6.48,M3,-,-,-
0.44,2.376,M3,-,-,-
0.45,0.20559375,M3,-,-,-
0.45,0.25225,M3,-,-,-
0.45,liter,ls,-,-,-
0.018,0.108,M3,-,-,-
0.1,liter,ls,-,-,-
1.02,21.661344,Batang,-,-,-
0.028,21.661344,kg,-,-,-
1.02,9.745632,Batang,-,-,-
0.028,9.745632,kg,-,-,-
16.2,7.401375,M3,-,-,-
16.2,9.081,M3,-,-,-
16.2,3273,liter,-,-,-
0.2,liter,ls,-,-,-
0.00465,0.6696,M3,-,-,-
0.12705,Lembar,ls,-,-,-
0.65,Batang,ls,-,-,-
1.02,9242.6824224,Batang,-,-,-
0.028,9242.6824224,kg,-,-,-
1.02,3404.75688,Batang,-,-,-
0.028,3404.75688,kg,-,-,-
10.5,4.7971875,M3,-,-,-
10.5,5.88583333333333,M3,-,-,-
10.5,2121,liter,-,-,-
0.4,77.5,kg,-,-,-
0.2,77.5,liter,-,-,-
0.00558,77.5,M3,-,-,-
0.12705,77.5,Lembar,-,-,-
0.65,77.5,Batang,-,-,-
1.02,2587.31723736,Batang,-,-,-
0.028,2587.31723736,kg,-,-,-
1.02,211.22759736,Batang,-,-,-
0.028,211.22759736,kg,-,-,-
1.02,888.64776,Batang,-,-,-
0.028,888.64776,kg,-,-,-
3.75,1.71328125,M3,-,-,-
3.75,2.10208333333333,M3,-,-,-
3.75,liter,ls,-,-,-
0.4,42.5,kg,-,-,-
0.2,42.5,liter,-,-,-
0.00558,42.5,M3,-,-,-
0.12705,42.5,Lembar,-,-,-
0.65,42.5,Batang,-,-,-
1.02,2587.31723736,Batang,-,-,-
0.028,2587.31723736,kg,-,-,-
1.02,211.22759736,Batang,-,-,-
0.028,211.22759736,kg,-,-,-
1.02,888.64776,Batang,-,-,-
0.028,888.64776,kg,-,-,-
3.6,1.64475,M3,-,-,-
3.6,2.018,M3,-,-,-
3.6,liter,ls,-,-,-
0.2,Liter,ls,-,-,-
0.00465,0.1395,M3,-,-,-
0.127,Lembar,ls,-,-,-
1.95,Batang,ls,-,-,-
1.02,1260.66852,Batang,-,-,-
0.015,1260.66852,kg,-,-,-
12.8,5.848,M3,-,-,-
12.8,7.17511111111111,M3,-,-,-
12.8,2586,liter,-,-,-
0.2,liter,ls,-,-,-
0.00465,0.5952,M3,-,-,-
0.12705,Lembar,ls,-,-,-
0.65,Batang,ls,-,-,-
1.02,9242.6824224,Batang,-,-,-
0.028,9242.6824224,kg,-,-,-
1.02,3404.75688,Batang,-,-,-
0.028,3404.75688,kg,-,-,-
7.5,3.4265625,M3,-,-,-
7.5,4.20416666666667,M3,-,-,-
7.5,1515,liter,-,-,-
0.2,liter,ls,-,-,-
0.00558,0.3627,M3,-,-,-
0.12705,Lembar,ls,-,-,-
0.65,Batang,ls,-,-,-
1.02,2587.31723736,Batang,-,-,-
0.028,2587.31723736,kg,-,-,-
1.02,211.22759736,Batang,-,-,-
0.028,211.22759736,kg,-,-,-
1.02,888.64776,Batang,-,-,-
0.028,888.64776,kg,-,-,-
0.2,liter,ls,-,-,-
0.00558,0.2232,M3,-,-,-
0.12705,Lembar,ls,-,-,-
0.65,Batang,ls,-,-,-
1.02,2587.31723736,Batang,-,-,-
0.028,2587.31723736,kg,-,-,-
1.02,211.22759736,Batang,-,-,-
0.028,211.22759736,kg,-,-,-
1.02,888.64776,Batang,-,-,-
0.028,888.64776,kg,-,-,-
3.6,1.64475,M3,-,-,-
3.6,2.018,M3,-,-,-
3.6,liter,ls,-,-,-
0.2,Liter,ls,-,-,-
0.00465,0.1395,M3,-,-,-
0.127,Lembar,ls,-,-,-
1.95,Batang,ls,-,-,-
1.02,1260.66852,Batang,-,-,-
0.015,1260.66852,kg,-,-,-
1.26,0.5756625,M3,-,-,-
1.26,0.7063,M3,-,-,-
1.26,liter,ls,-,-,-
0.15,1.95,Liter,-,-,-
0.005,0.065,M3,-,-,-
0.127,1.651,Lembar,-,-,-
0.65,8.45,Batang,-,-,-
1.02,157.77794745,Batang,-,-,-
0.015,157.77794745,kg,-,-,-
1.02,66.4754688,Batang,-,-,-
0.015,66.4754688,kg,-,-,-
12.8,5.848,M3,-,-,-
12.8,7.17511111111111,M3,-,-,-
12.8,2586,liter,-,-,-
0.2,Liter,ls,-,-,-
0.00465,0.5952,M3,-,-,-
0.12705,Lembar,ls,-,-,-
0.65,Batang,ls,-,-,-
1.02,9242.6824224,Batang,-,-,-
0.028,9242.6824224,kg,-,-,-
1.02,3404.75688,Batang,-,-,-
0.028,3404.75688,kg,-,-,-
7.5,3.4265625,M3,-,-,-
7.5,4.20416666666667,M3,-,-,-
7.5,1515,liter,-,-,-
0.2,Liter,ls,-,-,-
0.00558,0.3627,M3,-,-,-
0.12705,Lembar,ls,-,-,-
0.65,Batang,ls,-,-,-
1.02,2587.31723736,Batang,-,-,-
0.028,2587.31723736,kg,-,-,-
1.02,211.22759736,Batang,-,-,-
0.028,211.22759736,kg,-,-,-
1.02,888.64776,Batang,-,-,-
0.028,888.64776,kg,-,-,-
1.26,0.5756625,M3,-,-,-
1.26,0.7063,M3,-,-,-
1.26,liter,ls,-,-,-
0.15,1.95,Liter,-,-,-
0.005,0.065,M3,-,-,-
0.127,1.651,Lembar,-,-,-
0.65,8.45,Batang,-,-,-
1.02,157.77794745,Batang,-,-,-
0.015,157.77794745,kg,-,-,-
1.02,66.4754688,Batang,-,-,-
0.015,66.4754688,kg,-,-,-
0.9603,Batang,ls,-,-,-
1.05,Batang,ls,-,-,-
1.05,Batang,ls,-,-,-
1.1,0.3852,M3,-,-,-
1.5,0.3852,kg,-,-,-
5.6,0.3852,kg,-,-,-
1.1,0.192,M3,-,-,-
1.5,0.192,kg,-,-,-
71.91,120.9,Buah,-,-,-
9.68,120.9,zak,-,-,-
0.045,120.9,M3,-,-,-
4.416,261.8,zak,-,-,-
0.027,261.8,M3,-,-,-
3.25,261.8,zak,-,-,-
71.91,120.9,Buah,-,-,-
14.37,120.9,zak,-,-,-
0.04,120.9,M3,-,-,-
7.776,261.8,zak,-,-,-
0.023,261.8,M3,-,-,-
3.25,261.8,zak,-,-,-
26.25,Buah,ls,-,-,-
0.032,1.024,M3,-,-,-
26.25,Buah,ls,-,-,-
0.032,0.512,M3,-,-,-
0.006,0.096,M3,-,-,-
0.2,liter,ls,-,-,-
3.6,Batang,ls,-,-,-
71.91,120.9,Buah,-,-,-
9.68,120.9,zak,-,-,-
0.045,120.9,M3,-,-,-
4.416,261.8,zak,-,-,-
0.027,261.8,M3,-,-,-
3.25,261.8,zak,-,-,-
71.91,120.9,Buah,-,-,-
14.37,120.9,zak,-,-,-
0.04,120.9,M3,-,-,-
7.776,261.8,zak,-,-,-
0.023,261.8,M3,-,-,-
3.25,261.8,zak,-,-,-
26.25,Buah,ls,-,-,-
0.032,1.024,M3,-,-,-
26.25,Buah,ls,-,-,-
0.032,0.512,M3,-,-,-
0.006,0.096,M3,-,-,-
0.2,liter,ls,-,-,-
3.6,Batang,ls,-,-,-
71.91,120.9,Buah,-,-,-
9.68,120.9,zak,-,-,-
0.045,120.9,M3,-,-,-
4.416,261.8,zak,-,-,-
0.027,261.8,M3,-,-,-
3.25,261.8,zak,-,-,-
71.91,120.9,Buah,-,-,-
14.37,120.9,zak,-,-,-
0.04,120.9,M3,-,-,-
7.776,261.8,zak,-,-,-
0.023,261.8,M3,-,-,-
3.25,261.8,zak,-,-,-
26.25,Buah,ls,-,-,-
0.032,1.024,M3,-,-,-
26.25,Buah,ls,-,-,-
0.032,0.512,M3,-,-,-
0.006,0.096,M3,-,-,-
0.2,liter,ls,-,-,-
3.6,Batang,ls,-,-,-
1.2,7.32,M3,-,-,-
12.2,2465,liter,-,-,-
0.027,3.294,M3,-,-,-
0.027,3.294,M3,-,-,-
1.05,128.1,M2,-,-,-
0.003,0.366,M3,-,-,-
0.06,7.32,M3,-,-,-
0.027,3.294,M3,-,-,-
0.027,3.294,M3,-,-,-
0.3,kaleng,ls,-,-,-
0.027,3.294,M3,-,-,-
0.027,3.294,M3,-,-,-
0.3,kaleng,ls,-,-,-
0.364,Lembar,ls,-,-,-
0.364,Lembar,ls,-,-,-
0.364,Lembar,ls,-,-,-
1.1,Batang,ls,-,-,-
0.06,Tube,ls,-,-,-
4.4,Batang,ls,-,-,-
1.1,Lembar,ls,-,-,-
0.27,Tube,ls,-,-,-
4.4,Batang,ls,-,-,-
0.06,Tube,ls,-,-,-
4.4,Batang,ls,-,-,-
1.1,Lembar,ls,-,-,-
0.27,Tube,ls,-,-,-
4.4,Batang,ls,-,-,-
0.27,Tube,ls,-,-,-
1.1,Lembar,ls,-,-,-
0.05,Tube,ls,-,-,-
0.2,Lembar,ls,-,-,-
0.3,Lembar,ls,-,-,-
4.8,Batang,ls,-,-,-
9.9,Batang,ls,-,-,-
0.1,Kaleng,ls,-,-,-
0.26,Lembar,ls,-,-,-
4.8,Batang,ls,-,-,-
9.9,82.5,Batang,-,-,-
0.1,Kaleng,ls,-,-,-
0.1,362.7,Pile,-,-,-
0.26,362.7,Pile,-,-,-
0.1,362.7,Pile,-,-,-
0.26,362.7,Pile,-,-,-
0.27,Pile,ls,-,-,-
0.036,1.44,M2,-,-,-
0.036,1.44,M2,-,-,-
0.036,1.44,M2,-,-,-
1.65,batang,ls,-,-,-
1.65,batang,ls,-,-,-
1.65,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.15,Buah,ls,-,-,-
1.15,Buah,ls,-,-,-
1.65,batang,ls,-,-,-
1.65,batang,ls,-,-,-
1.65,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.15,Buah,ls,-,-,-
1.15,Buah,ls,-,-,-
1.65,batang,ls,-,-,-
1.65,batang,ls,-,-,-
1.65,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.15,Buah,ls,-,-,-
1.15,Buah,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.45,batang,ls,-,-,-
1.25,Buah,ls,-,-,-
1.2,Buah,ls,-,-,-
1.25,Buah,ls,-,-,-
1.2,Buah,ls,-,-,-
1.25,Buah,ls,-,-,-
1.2,Buah,ls,-,-,-
8.8,Batang,ls,-,-,-
0.5,Buah,ls,-,-,-
14.3,Batang,ls,-,-,-
0.5,Buah,ls,-,-,-
14.3,Batang,ls,-,-,-
0.5,Buah,ls,-,-,-
8.8,Batang,ls,-,-,-
0.5,Buah,ls,-,-,-
14.3,Batang,ls,-,-,-
0.5,Buah,ls,-,-,-
14.3,Batang,ls,-,-,-
0.5,Buah,ls,-,-,-
8.8,Batang,ls,-,-,-
0.5,Buah,ls,-,-,-
14.3,Batang,ls,-,-,-
0.5,Buah,ls,-,-,-
14.3,Batang,ls,-,-,-
0.5,Buah,ls,-,-,-
1.2,25.5,ls,-,-,-
0.06,25.5,ls,-,-,-
0.3,11.25,ls,-,-,-
0.03,11.25,ls,-,-,-
11.9206,0.5772,ls,-,-,-
1.98677,0.5772,ls,-,-,-
0.19868,0.5772,ls,-,-,-
0.06623,0.5772,ls,-,-,-
0.25,25.12,ls,-,-,-
0.025,25.12,ls,-,-,-
0.1,25.12,ls,-,-,-
0.4,2.512,ls,-,-,-
0.02,2.512,ls,-,-,-
0.0016,3204.8136,ls,-,-,-
0.0016,3204.8136,ls,-,-,-
0.00016,3204.8136,ls,-,-,-
0.00016,3204.8136,ls,-,-,-
0.0016,728.564326391866,ls,-,-,-
0.0016,728.564326391866,ls,-,-,-
0.00016,728.564326391866,ls,-,-,-
0.00016,728.564326391866,ls,-,-,-
0.75,16.9,ls,-,-,-
0.038,16.9,ls,-,-,-
0.25,14.4,ls,-,-,-
0.025,14.4,ls,-,-,-
0.1,14.4,ls,-,-,-
0.08,14.4,ls,-,-,-
0.008,14.4,ls,-,-,-
0.0016,3204.8136,ls,-,-,-
0.0016,3204.8136,ls,-,-,-
0.00016,3204.8136,ls,-,-,-
0.00016,3204.8136,ls,-,-,-
0.0016,112.106826,ls,-,-,-
0.0016,112.106826,ls,-,-,-
0.00016,112.106826,ls,-,-,-
